CustID,CreditScore,Geography,Gender,Age,Tenure,Balance,Num Of accounts,Cr Card,active member,monthly Salary,Bank customer Exited
6960,617,Spain,Female,46,3,106521.49,1,0,Active,86587.37,Non_exited
6961,673,France,Male,39,7,82255.51,2,1,Inactive,109545.56,Non_exited
6962,745,France,Female,33,1,0,2,1,Active,174431.01,Non_exited
6963,677,Germany,Female,26,3,102395.79,1,1,Inactive,119368.99,Non_exited
6964,613,Spain,Male,39,8,118201.41,1,1,Inactive,23315.59,Non_exited
6965,576,France,Female,55,6,44582.07,3,0,Active,67539.85,Exited
6966,584,Spain,Female,30,5,0,2,1,Active,185201.58,Non_exited
6967,663,France,Male,22,6,0,2,0,Active,131827.15,Non_exited
6968,466,France,Male,26,9,105522.06,1,1,Inactive,10842.46,Non_exited
6969,510,Germany,Female,50,7,123936.54,1,1,Active,23768.01,Non_exited
6970,619,Spain,Female,38,6,0,2,1,Active,117616.29,Non_exited
6971,696,Germany,Female,66,7,119499.42,2,1,Active,174027.3,Non_exited
6972,554,France,Female,44,9,135814.7,2,0,Inactive,115091.38,Non_exited
6973,595,France,Male,52,9,0,1,1,Active,106340.66,Exited
6974,659,Germany,Male,39,8,106259.63,2,1,Active,198103.32,Non_exited
6975,662,France,Male,44,8,0,2,1,Active,175314.87,Non_exited
6976,556,Spain,Male,38,2,115463.16,1,1,Inactive,150679.65,Non_exited
6977,701,Spain,Female,39,9,0,2,1,Active,110043.88,Non_exited
6978,587,Spain,Male,42,5,120233.83,1,1,Inactive,194890.33,Non_exited
6979,571,France,Female,47,7,0,2,0,Inactive,112366.98,Non_exited
6980,539,France,Female,40,7,81132.21,1,1,Inactive,167289.82,Non_exited
6981,644,Germany,Female,34,10,122196.99,2,1,Active,182099.71,Non_exited
6982,572,Germany,Male,39,4,112290.22,1,1,Inactive,49373.97,Exited
6983,753,France,Female,50,4,0,2,1,Active,861.4,Non_exited
6984,706,France,Male,35,5,0,2,1,Active,81718.37,Non_exited
6985,588,France,Male,44,8,154409.74,1,1,Inactive,49324.03,Exited
6986,825,France,Male,32,9,0,2,0,Inactive,9751.03,Non_exited
6987,627,Spain,Male,48,1,132759.8,1,1,Inactive,78899.22,Non_exited
6988,532,France,Male,60,5,76705.87,2,0,Active,13889.73,Non_exited
6989,764,France,Female,44,1,0,2,1,Active,11467.38,Non_exited
6990,700,France,Female,36,4,0,2,1,Inactive,130789.15,Non_exited
6991,660,France,Male,41,3,0,2,1,Active,108665.89,Non_exited
6992,518,Germany,Male,29,9,125961.74,2,1,Inactive,160303.08,Exited
6993,557,France,Female,39,7,49572.73,1,1,Inactive,115287.99,Exited
6994,639,France,Female,35,1,103015.12,2,1,Active,139094.12,Non_exited
6995,557,France,Female,24,4,0,1,0,Inactive,20515.72,Non_exited
6996,633,France,Female,32,1,104001.38,1,0,Active,36642.65,Non_exited
6997,623,Spain,Female,50,2,87116.71,1,1,Active,104382.11,Non_exited
6998,611,France,Male,68,5,82547.11,2,1,Active,146448.01,Non_exited
6999,666,Spain,Female,47,5,0,1,0,Inactive,166650.9,Exited
7000,521,France,Male,27,4,121325.84,1,1,Active,164223.7,Exited
7001,775,France,Male,28,9,111167.7,1,1,Inactive,149331.01,Non_exited
7002,681,Germany,Male,48,5,139714.4,2,0,Inactive,73066.72,Non_exited
7003,564,Germany,Female,32,10,139875.2,2,1,Inactive,15378.23,Non_exited
7004,646,Germany,Female,44,2,113063.83,1,0,Inactive,53072.49,Exited
7005,670,France,Female,50,8,138340.06,1,0,Active,3159.15,Non_exited
7006,751,France,Male,43,1,114974.24,1,1,Inactive,125920.54,Non_exited
7007,544,France,Female,33,6,0,2,1,Active,124113.04,Non_exited
7008,639,France,Female,38,5,0,2,0,Inactive,93716.38,Non_exited
7009,635,Germany,Female,65,5,117325.54,1,1,Inactive,155799.86,Exited
7010,672,France,Female,28,6,0,1,0,Active,8814.69,Non_exited
7011,639,France,Female,35,8,0,1,0,Inactive,164453.98,Non_exited
7012,697,France,Female,25,1,0,2,0,Inactive,87803.32,Non_exited
7013,850,Spain,Male,44,8,0,2,1,Active,183617.32,Non_exited
7014,748,France,Female,34,8,0,2,1,Inactive,53584.03,Non_exited
7015,463,Spain,Female,35,2,0,2,1,Active,1950.93,Non_exited
7016,572,France,Female,30,6,0,1,0,Active,175025.27,Non_exited
7017,741,Spain,Male,50,1,78737.61,1,1,Active,13018.96,Non_exited
7018,646,Spain,Male,25,5,182876.88,2,1,Active,42537.59,Exited
7019,805,Germany,Male,50,9,130023.38,1,1,Inactive,62989.82,Exited
7020,637,France,Male,36,2,152606.82,1,1,Active,71692.8,Non_exited
7021,651,France,Male,28,7,0,2,1,Inactive,823.96,Non_exited
7022,672,France,Male,28,4,167268.98,1,1,Active,169469.3,Non_exited
7023,493,France,Male,54,3,167831.88,2,1,Inactive,150159.95,Exited
7024,524,Germany,Male,29,9,144287.6,2,1,Inactive,32063.3,Non_exited
7025,624,Germany,Female,45,5,151855.33,1,1,Inactive,68794.15,Non_exited
7026,569,Spain,Female,51,3,0,3,1,Inactive,75084.96,Exited
7027,677,France,Female,27,2,0,2,0,Active,114685.92,Non_exited
7028,464,Germany,Male,37,4,155994.15,1,0,Inactive,143665.44,Non_exited
7029,718,Germany,Male,26,7,147527.03,1,0,Inactive,51099.56,Non_exited
7030,594,France,Female,53,4,0,1,1,Inactive,5408.74,Exited
7031,574,France,Male,33,8,100267.03,1,1,Inactive,103006.27,Non_exited
7032,478,Spain,Male,48,0,83287.05,2,0,Active,44147.95,Exited
7033,615,Spain,Male,41,4,0,1,0,Active,149278.96,Non_exited
7034,651,Spain,Male,45,4,0,2,0,Inactive,193009.21,Non_exited
7035,465,Germany,Male,53,1,117438.17,1,0,Inactive,74898.8,Exited
7036,558,France,Female,56,7,121235.05,2,1,Active,116253.1,Non_exited
7037,540,Germany,Male,37,3,129965.18,1,0,Inactive,19374.08,Non_exited
7038,568,Germany,Male,46,8,150836.92,1,0,Inactive,64516.8,Exited
7039,630,France,Male,31,0,0,2,1,Active,34475.14,Non_exited
7040,523,Germany,Male,60,1,163894.35,1,0,Active,57061.71,Non_exited
7041,678,France,Female,48,2,0,2,1,Active,32301.88,Non_exited
7042,438,France,Male,38,2,0,2,1,Inactive,136859.55,Non_exited
7043,544,France,Male,44,1,0,2,0,Inactive,69244.24,Non_exited
7044,595,Germany,Male,34,2,87967.42,2,0,Active,156309.52,Non_exited
7045,678,France,Male,26,3,0,2,1,Inactive,4989.33,Non_exited
7046,850,France,Female,36,6,0,2,1,Active,190194.95,Non_exited
7047,589,Germany,Female,20,2,121093.29,2,1,Inactive,3529.72,Non_exited
7048,785,Spain,Female,31,2,121691.54,2,0,Inactive,81778.72,Non_exited
7049,563,Spain,Male,57,6,0,2,1,Active,39297.48,Non_exited
7050,602,France,Female,39,6,154121.32,2,1,Inactive,176614.86,Exited
7051,591,France,Male,29,6,0,2,1,Active,108684.65,Non_exited
7052,643,Spain,Male,43,1,0,2,1,Active,145764.4,Non_exited
7053,605,France,Female,32,5,0,2,1,Active,42135.28,Non_exited
7054,755,Germany,Male,43,6,165048.5,3,1,Inactive,16929.41,Exited
7055,769,Spain,Male,38,6,0,2,0,Inactive,104393.78,Non_exited
7056,620,France,Female,33,9,127638.35,1,1,Active,192717.57,Non_exited
7057,725,France,Male,31,8,0,2,1,Active,59650.42,Non_exited
7058,818,Germany,Female,72,8,135290.42,2,1,Active,63729.72,Non_exited
7059,624,France,Female,71,4,170252.05,3,1,Active,73679.59,Exited
7060,669,Germany,Female,35,4,108269.2,2,1,Inactive,174969.92,Non_exited
7061,712,France,Female,32,1,0,2,1,Inactive,1703.58,Non_exited
7062,603,Germany,Female,35,9,145623.36,1,1,Inactive,163181.62,Non_exited
7063,597,France,Female,41,4,145809.53,2,1,Active,52319.26,Non_exited
7064,580,Germany,Male,76,2,130334.84,2,1,Active,51672.08,Non_exited
7065,718,France,Female,39,3,0,2,1,Active,145355.11,Non_exited
7066,527,Spain,Male,53,8,0,1,1,Active,51711.57,Non_exited
7067,729,Spain,Female,42,1,0,2,1,Active,149535.97,Non_exited
7068,746,France,Female,24,4,0,1,0,Active,94105,Non_exited
7069,699,Germany,Female,54,3,111009.32,1,1,Active,155905.79,Exited
7070,759,France,Female,46,2,0,1,1,Active,138380.11,Non_exited
7071,748,France,Female,39,3,157371.54,1,0,Active,97734.3,Non_exited
7072,698,Spain,Female,63,5,0,1,1,Active,173576.71,Non_exited
7073,686,France,Male,37,9,134560.62,1,1,Inactive,27596.39,Non_exited
7074,679,France,Male,40,1,0,1,1,Active,16897.19,Non_exited
7075,682,Germany,Male,36,5,72373.62,2,1,Inactive,36895.99,Non_exited
7076,778,France,Female,34,7,109564.1,1,0,Active,113046.81,Non_exited
7077,742,France,Female,25,4,132116.13,2,1,Inactive,129933.5,Non_exited
7078,649,Germany,Male,24,7,101195.23,1,0,Inactive,133091.32,Non_exited
7079,763,France,Male,67,1,149436.73,2,0,Active,106282.74,Non_exited
7080,595,Germany,Male,30,9,130682.11,2,1,Active,57862.88,Non_exited
7081,628,Germany,Female,51,10,115280.49,2,0,Inactive,12628.61,Exited
7082,625,France,Female,36,8,129944.39,2,0,Inactive,198914.8,Non_exited
7083,733,France,Male,36,5,0,2,1,Active,109127.54,Non_exited
7084,665,Spain,Female,32,10,0,1,1,Active,22487.45,Non_exited
7085,805,Germany,Male,56,6,151802.29,1,1,Inactive,46791.09,Exited
7086,725,France,Male,38,6,0,2,1,Active,158697.28,Non_exited
7087,554,France,Female,38,3,138731.95,1,1,Active,194138.36,Non_exited
7088,675,Spain,Female,35,8,155621.08,1,0,Active,35177.31,Non_exited
7089,556,France,Female,54,4,150005.38,1,1,Inactive,157015.5,Exited
7090,635,Spain,Female,48,2,0,2,1,Active,136551.25,Non_exited
7091,601,France,Male,47,1,64430.06,2,0,Active,96517.97,Non_exited
7092,600,Germany,Male,53,7,106261.63,1,1,Inactive,93629.66,Exited
7093,758,Spain,Male,40,3,0,2,0,Inactive,96097.65,Non_exited
7094,606,Germany,Female,41,4,132670.53,1,1,Inactive,156476.36,Exited
7095,640,France,Female,67,3,0,1,0,Active,42964.63,Non_exited
7096,753,Germany,Female,38,1,117314.92,1,1,Inactive,122021.33,Exited
7097,559,Spain,Male,38,3,145874.35,1,1,Inactive,56311.39,Exited
7098,754,Spain,Female,50,7,146777.44,2,0,Active,150685.52,Non_exited
7099,621,Germany,Male,51,4,109978.83,1,0,Inactive,177740.58,Exited
7100,654,France,Female,37,5,0,1,0,Active,71492.28,Non_exited
7101,650,Spain,Male,24,8,108881.73,1,1,Inactive,104492.83,Non_exited
7102,831,Spain,Female,44,10,0,1,0,Active,47729.33,Non_exited
7103,519,France,Male,39,2,112957.26,2,1,Inactive,97593.16,Non_exited
7104,552,Germany,Female,42,8,103362.14,1,0,Active,186869.58,Exited
7105,577,Spain,Male,41,4,89015.61,1,0,Active,135227.23,Non_exited
7106,576,Spain,Male,45,5,133618.01,1,0,Inactive,135244.87,Non_exited
7107,646,France,Male,40,5,93680.43,2,1,Active,179473.26,Non_exited
7108,711,Germany,Female,45,1,97486.15,2,1,Inactive,50610.62,Non_exited
7109,806,Spain,Female,37,2,137794.18,2,0,Active,75232.02,Non_exited
7110,670,France,Female,39,8,101928.51,1,0,Inactive,89205.54,Non_exited
7111,679,Spain,Female,28,9,0,2,0,Active,61761.77,Non_exited
7112,850,Spain,Female,39,6,0,2,1,Inactive,103921.43,Non_exited
7113,670,Germany,Female,35,2,79585.96,1,0,Active,198802.9,Non_exited
7114,733,France,Female,24,3,161884.99,1,1,Active,9617.24,Non_exited
7115,764,France,Female,39,1,129068.54,2,1,Active,187905.12,Non_exited
7116,673,France,Female,42,4,0,2,1,Inactive,121440.8,Non_exited
7117,588,Germany,Male,49,6,132623.76,3,1,Inactive,36292.94,Exited
7118,564,Spain,Male,31,5,121461.87,1,1,Active,20432.09,Exited
7119,715,France,Male,32,8,175307.32,1,1,Inactive,187051.23,Non_exited
7120,621,France,Male,31,7,136658.61,1,1,Active,148689.13,Non_exited
7121,796,Spain,Female,23,3,146584.19,2,0,Inactive,125445.8,Non_exited
7122,672,France,Male,34,6,0,1,0,Inactive,22736.06,Non_exited
7123,527,Spain,Female,46,10,131414.76,1,1,Inactive,54947.51,Non_exited
7124,722,France,Female,38,3,0,2,0,Active,167984.72,Non_exited
7125,596,Germany,Male,34,4,99441.21,2,0,Active,4802.27,Non_exited
7126,746,France,Female,32,4,0,2,1,Active,72909.75,Non_exited
7127,523,France,Female,26,4,0,2,1,Inactive,185488.81,Non_exited
7128,624,France,Male,44,3,0,2,1,Inactive,88407.51,Non_exited
7129,553,Spain,Male,38,1,181110.13,2,1,Inactive,184544.59,Non_exited
7130,850,Spain,Male,33,3,100476.46,2,1,Active,136539.13,Non_exited
7131,599,Germany,Male,33,2,51949.95,2,1,Inactive,85045.92,Non_exited
7132,492,France,Male,35,8,121063.49,1,0,Inactive,85421.48,Non_exited
7133,707,Spain,Male,48,8,88441.64,1,1,Active,119903.2,Exited
7134,743,France,Female,30,1,127023.39,1,1,Active,138780.89,Non_exited
7135,522,France,Male,41,5,144147.68,1,1,Active,14789.9,Non_exited
7136,681,Spain,Female,57,2,173306.13,1,0,Active,131964.66,Non_exited
7137,826,France,Female,49,0,0,1,0,Inactive,178709.98,Exited
7138,630,Germany,Female,28,8,106425.75,1,1,Active,20344.84,Non_exited
7139,430,Germany,Female,66,6,135392.31,2,1,Active,172852.06,Exited
7140,806,France,Female,67,1,0,2,0,Active,103945.58,Non_exited
7141,703,Spain,Male,39,6,152685.4,1,0,Inactive,183656.12,Non_exited
7142,755,Germany,Female,38,1,82083.52,1,0,Active,10333.78,Non_exited
7143,612,Spain,Female,63,2,131629.17,2,1,Inactive,122109.58,Exited
7144,719,France,Female,54,7,0,2,1,Active,125041.52,Non_exited
7145,554,Germany,Female,55,0,108477.27,1,0,Active,140003,Exited
7146,683,France,Male,30,4,114779.35,1,0,Inactive,183171.47,Non_exited
7147,749,France,Male,41,5,57568.94,1,1,Active,61128.29,Non_exited
7148,724,Spain,Male,36,1,0,2,1,Inactive,52462.25,Non_exited
7149,770,Spain,Male,30,8,0,2,0,Active,50839.85,Non_exited
7150,680,France,Male,37,4,0,2,1,Inactive,61240.87,Non_exited
7151,699,France,Female,32,4,110559.46,1,1,Active,127429.56,Non_exited
7152,442,France,Male,34,4,0,2,1,Inactive,68343.08,Non_exited
7153,529,France,Male,46,8,0,1,0,Inactive,126511.94,Exited
7154,574,Spain,Male,36,3,0,2,1,Active,8559.66,Non_exited
7155,605,France,Male,33,9,128152.82,1,0,Inactive,147822.81,Non_exited
7156,515,Germany,Male,45,7,120961.5,3,1,Active,39288.11,Exited
7157,632,Germany,Male,65,6,129472.33,1,1,Active,85179.48,Non_exited
7158,558,France,Male,32,10,105000.23,1,1,Inactive,190019.61,Non_exited
7159,434,Germany,Male,55,8,109339.17,2,1,Inactive,96405.88,Exited
7160,525,France,Female,59,6,55328.4,1,1,Inactive,83342.73,Exited
7161,640,Germany,Male,23,3,72012.76,1,1,Inactive,161333.13,Non_exited
7162,690,France,Female,36,6,110480.48,1,0,Inactive,81292.33,Non_exited
7163,607,Spain,Male,34,9,132439.99,1,1,Inactive,177747.72,Non_exited
7164,850,France,Female,46,3,0,2,1,Active,187980.21,Non_exited
7165,780,Germany,Male,34,5,94108.54,2,1,Inactive,177235.21,Non_exited
7166,616,Germany,Female,28,10,105173.99,1,0,Active,29835.37,Exited
7167,618,Spain,Female,40,8,0,2,1,Inactive,80204.38,Non_exited
7168,676,France,Male,29,7,131959.86,1,0,Inactive,189268.81,Non_exited
7169,507,France,Male,33,7,0,2,1,Active,85411.01,Non_exited
7170,490,France,Male,34,5,122952.9,2,0,Inactive,154360.97,Non_exited
7171,678,France,Male,36,0,107379.68,1,1,Active,84460.18,Non_exited
7172,637,Germany,Male,30,6,122641.56,2,1,Inactive,65618.01,Non_exited
7173,602,France,Female,33,8,0,2,1,Active,112928.74,Non_exited
7174,744,Spain,Female,30,1,124037.28,1,1,Active,142210.94,Non_exited
7175,640,France,Female,50,9,117565.03,2,0,Inactive,82559.77,Non_exited
7176,684,France,Female,38,5,133189.4,1,0,Inactive,127388.06,Non_exited
7177,495,Germany,Male,39,8,120252.02,2,1,Active,10160.23,Non_exited
7178,559,Germany,Female,28,3,152264.81,1,0,Inactive,64242.31,Non_exited
7179,684,France,Male,38,5,105069.98,2,1,Active,198355.28,Non_exited
7180,613,France,Male,42,7,115076.06,1,1,Active,79323.61,Non_exited
7181,794,France,Male,30,8,0,2,1,Active,24113.91,Non_exited
7182,736,France,Female,42,7,117280.23,3,0,Inactive,41921.06,Exited
7183,692,Germany,Male,49,6,110540.43,2,0,Active,107472.99,Non_exited
7184,703,Spain,Male,36,7,135095.47,1,1,Inactive,143859.66,Non_exited
7185,720,Germany,Male,23,0,187861.18,2,1,Active,104120.17,Non_exited
7186,777,Germany,Male,44,3,124655.59,2,0,Active,79792.3,Non_exited
7187,653,France,Male,44,8,0,2,1,Active,154639.72,Non_exited
7188,552,France,Female,38,9,134105.01,1,0,Inactive,57850.1,Non_exited
7189,708,France,Female,34,4,0,1,1,Active,62868.33,Non_exited
7190,647,France,Female,40,9,0,2,0,Active,92357.21,Non_exited
7191,597,Germany,Male,52,8,83693.34,2,1,Active,161083.53,Non_exited
7192,501,France,Male,42,9,114631.23,1,0,Active,91429.74,Non_exited
7193,709,France,Male,44,9,128601.98,1,1,Inactive,117031.2,Non_exited
7194,621,Germany,Female,34,2,91258.52,2,1,Inactive,44857.4,Non_exited
7195,799,France,Male,70,8,70416.75,1,1,Active,36483.52,Non_exited
7196,675,France,Female,33,6,0,2,1,Inactive,34045.61,Non_exited
7197,561,France,Female,35,5,0,2,1,Inactive,59981.62,Non_exited
7198,707,France,Female,42,10,0,2,1,Active,152944.39,Non_exited
7199,670,France,Male,33,6,88294.6,1,1,Inactive,66979.06,Non_exited
7200,649,Spain,Female,32,7,0,1,1,Inactive,28797.32,Non_exited
7201,524,France,Male,28,1,93577.3,1,1,Active,51670.82,Non_exited
7202,689,Germany,Female,30,5,136650.89,1,1,Active,41865.72,Exited
7203,573,Spain,Female,72,8,98765.84,1,1,Active,96015.53,Non_exited
7204,657,France,Male,33,1,84309.57,2,0,Inactive,103914.4,Non_exited
7205,686,Spain,Male,39,10,136258.06,1,0,Inactive,89199.51,Non_exited
7206,683,France,Female,29,9,0,2,1,Active,48849.89,Non_exited
7207,753,Germany,Female,47,1,131160.85,1,1,Inactive,197444.69,Non_exited
7208,520,Spain,Female,30,4,145222.99,2,0,Inactive,145160.96,Non_exited
7209,547,Germany,Male,25,4,98141.57,2,1,Active,52309.8,Non_exited
7210,653,France,Male,47,6,0,1,1,Inactive,50695.93,Exited
7211,648,Spain,Female,28,9,102282.61,1,1,Active,157891.11,Non_exited
7212,639,France,Female,37,4,116121.84,2,0,Active,181850.74,Non_exited
7213,711,France,Female,25,5,190066.54,1,0,Inactive,51345.39,Exited
7214,484,Germany,Female,55,8,149349.58,3,0,Inactive,137519.92,Exited
7215,721,France,Male,36,1,155176.83,2,1,Active,49653.37,Non_exited
7216,548,Germany,Male,32,2,98986.28,1,1,Active,55867.38,Non_exited
7217,679,France,Male,41,8,147726.98,3,1,Inactive,172749.4,Exited
7218,553,France,Male,41,1,0,2,1,Inactive,90607.31,Non_exited
7219,757,France,Male,36,7,144852.06,1,0,Inactive,130861.95,Non_exited
7220,581,France,Male,54,4,89299.81,1,0,Inactive,5558.47,Exited
7221,718,Spain,Male,40,9,0,2,0,Inactive,121537.91,Non_exited
7222,625,France,Male,41,6,97663.16,2,1,Inactive,57128.78,Non_exited
7223,744,Spain,Male,39,4,95161.75,1,1,Inactive,19409.77,Non_exited
7224,799,Germany,Male,31,9,154586.92,1,0,Active,88604.89,Exited
7225,751,Spain,Female,34,8,127095.14,2,0,Inactive,479.54,Non_exited
7226,781,Germany,Male,35,7,92526.15,2,1,Active,173837.54,Non_exited
7227,777,Germany,Female,46,0,107362.8,1,1,Inactive,487.3,Non_exited
7228,704,Spain,Female,24,2,0,1,1,Inactive,35600.25,Exited
7229,539,France,Female,47,2,127286.04,2,1,Active,166929.43,Exited
7230,716,France,Female,29,6,0,2,1,Active,98998.61,Non_exited
7231,670,France,Male,37,2,0,2,1,Active,54229.74,Non_exited
7232,555,France,Male,40,10,139930.18,1,1,Active,105720.09,Non_exited
7233,679,Germany,Female,30,4,77949.69,1,1,Active,121151.46,Non_exited
7234,571,France,Male,38,1,121405.04,1,1,Active,154844.22,Non_exited
7235,512,Spain,Female,35,5,124580.69,1,1,Active,18785.48,Non_exited
7236,697,France,Male,35,5,133087.76,1,1,Inactive,64771.61,Non_exited
7237,424,Spain,Male,34,7,0,1,1,Active,16250.61,Non_exited
7238,684,France,Female,43,7,0,2,1,Inactive,131093.99,Non_exited
7239,697,Spain,Male,62,7,0,1,1,Inactive,129188.18,Exited
7240,580,Germany,Male,45,8,103741.14,1,1,Inactive,47428.73,Exited
7241,600,France,Female,32,7,98877.95,1,1,Inactive,132973.21,Non_exited
7242,521,France,Male,37,5,105843.26,2,1,Active,84908.2,Non_exited
7243,664,Spain,Male,44,7,77526.66,3,0,Inactive,57338.56,Exited
7244,634,France,Male,77,5,0,2,1,Active,161579.85,Non_exited
7245,445,France,Female,33,7,0,2,1,Inactive,122625.68,Non_exited
7246,702,Germany,Female,36,2,105264.88,2,1,Active,52909.87,Non_exited
7247,485,France,Male,37,5,0,2,0,Active,170226.47,Non_exited
7248,582,Germany,Female,40,3,110150.43,1,1,Active,191757.65,Exited
7249,605,Spain,Female,57,2,0,3,1,Inactive,66652.75,Exited
7250,628,France,Male,25,7,0,2,1,Active,195977.75,Non_exited
7251,604,Spain,Female,28,6,0,2,1,Active,69056.26,Non_exited
7252,724,Germany,Male,31,9,138166.3,1,1,Inactive,12920.43,Non_exited
7253,567,Germany,Male,40,7,122265.24,1,1,Inactive,138552.74,Non_exited
7254,779,Spain,Female,55,0,133295.98,1,1,Inactive,22832.71,Exited
7255,785,France,Male,36,2,0,1,0,Active,61811.1,Non_exited
7256,563,France,Female,32,0,148326.09,1,1,Inactive,191604.27,Exited
7257,821,Germany,Female,31,2,68927.57,1,1,Active,25445,Non_exited
7258,747,France,Female,47,5,139914.6,4,0,Active,129964.56,Exited
7259,600,Germany,Female,58,8,118723.11,1,0,Inactive,6209.51,Exited
7260,625,Spain,Male,32,7,106957.28,1,1,Active,134794.02,Non_exited
7261,773,France,Female,41,7,190238.93,1,1,Active,57549.65,Non_exited
7262,726,France,Female,53,1,113537.73,1,0,Active,28367.21,Non_exited
7263,641,Spain,Female,40,4,101090.27,1,1,Active,51703.09,Non_exited
7264,649,France,Female,46,2,0,2,1,Active,66602.7,Non_exited
7265,434,Spain,Male,33,3,0,1,1,Active,2739.71,Non_exited
7266,738,France,Female,38,7,0,2,0,Inactive,69227.42,Non_exited
7267,762,Spain,Female,60,10,168920.75,1,1,Inactive,31445.03,Exited
7268,507,Germany,Male,31,9,111589.67,1,1,Inactive,150037.19,Non_exited
7269,606,Germany,Female,27,6,172310.33,1,0,Active,111448.92,Non_exited
7270,655,Germany,Male,34,7,118028.35,1,1,Inactive,51226.32,Exited
7271,697,Germany,Male,51,1,147910.3,1,1,Active,53581.14,Non_exited
7272,504,Germany,Male,42,7,131287.36,2,1,Active,149697.78,Non_exited
7273,653,France,Female,74,0,121276.32,1,1,Active,160348.31,Non_exited
7274,660,Spain,Male,38,6,109869.32,1,1,Active,154641.91,Non_exited
7275,652,France,Female,34,6,97435.85,2,1,Active,104331.76,Non_exited
7276,669,France,Female,42,9,0,2,0,Inactive,135630.32,Non_exited
7277,594,France,Male,35,2,133853.27,1,1,Active,65361.66,Non_exited
7278,756,Germany,Male,32,0,109528.16,2,1,Active,56176.31,Non_exited
7279,642,France,Female,33,4,84607.34,2,0,Active,60059.47,Non_exited
7280,486,Germany,Male,37,1,101438,1,0,Inactive,51364.56,Non_exited
7281,804,France,Male,55,7,0,2,1,Active,118752.6,Non_exited
7282,629,France,Male,59,9,113657.83,1,1,Active,116848.79,Exited
7283,581,Spain,Female,44,7,189318.16,2,1,Inactive,45026.23,Exited
7284,667,France,Male,31,3,99513.91,1,1,Active,189657.26,Non_exited
7285,667,Spain,Male,35,4,97585.32,2,0,Inactive,57213.46,Non_exited
7286,679,France,Male,29,3,0,2,1,Active,63687.06,Non_exited
7287,680,France,Female,43,4,0,2,1,Active,58761.33,Non_exited
7288,644,Spain,Male,32,3,136659.74,1,1,Active,14187.78,Non_exited
7289,571,France,Female,30,4,85755.86,1,1,Inactive,145115.95,Non_exited
7290,627,Spain,Female,35,7,0,1,1,Inactive,187718.26,Non_exited
7291,536,France,Male,39,4,0,2,1,Inactive,27150.35,Non_exited
7292,599,Spain,Male,33,4,51690.89,1,1,Inactive,111622.76,Exited
7293,744,Spain,Male,34,3,0,2,1,Inactive,27244.35,Non_exited
7294,709,France,Female,34,2,111669.68,1,1,Inactive,57029.66,Non_exited
7295,653,Germany,Male,31,2,154741.45,2,0,Inactive,25183.01,Non_exited
7296,648,Germany,Male,31,7,125681.51,1,0,Active,129980.93,Non_exited
7297,663,Germany,Female,37,8,155303.71,1,1,Inactive,118716.63,Non_exited
7298,613,Germany,Female,43,4,140681.68,1,0,Active,20134.07,Non_exited
7299,620,France,Male,28,9,71902.52,1,0,Active,190208.23,Non_exited
7300,661,France,Male,51,6,146606.6,1,1,Active,68021.9,Non_exited
7301,669,Germany,Male,45,1,123949.75,1,0,Inactive,110881.56,Non_exited
7302,767,Germany,Female,33,1,144753.21,1,1,Active,132480.75,Non_exited
7303,491,France,Female,72,6,91285.22,1,1,Active,7032.95,Non_exited
7304,653,France,Male,43,0,0,2,1,Inactive,27862.58,Non_exited
7305,679,Germany,Male,58,8,125850.53,2,1,Active,87008.17,Non_exited
7306,687,France,Male,28,7,108116.66,1,1,Active,27411.19,Non_exited
7307,837,France,Female,38,2,0,2,1,Active,46395.21,Non_exited
7308,850,France,Male,28,8,67639.56,2,1,Active,194245.29,Non_exited
7309,663,Spain,Female,53,6,150200.23,1,0,Active,151317.27,Exited
7310,547,Spain,Female,22,7,141287.15,1,1,Inactive,118142.79,Non_exited
7311,627,France,Female,41,6,0,3,1,Active,138700.75,Exited
7312,707,France,Male,37,1,0,2,0,Active,6035.51,Non_exited
7313,629,France,Female,43,0,0,2,1,Active,41263.69,Non_exited
7314,687,France,Female,36,4,97157.96,1,0,Active,63185.05,Non_exited
7315,588,France,Female,36,2,0,2,1,Inactive,92536,Exited
7316,502,Germany,Female,33,6,125241.17,2,1,Active,158736.07,Non_exited
7317,793,Germany,Male,54,2,128966.13,1,0,Inactive,18633.4,Exited
7318,727,Germany,Male,59,5,152581.06,1,1,Inactive,71830.1,Exited
7319,632,Spain,Female,32,1,0,2,1,Inactive,19525.65,Non_exited
7320,474,Germany,Female,37,5,142688.57,2,1,Active,110953.33,Non_exited
7321,850,Germany,Female,31,1,130089.56,2,1,Active,4466.21,Non_exited
7322,584,France,Male,36,9,0,1,1,Active,105818.51,Non_exited
7323,713,France,Female,32,1,117094.02,1,0,Inactive,149558.83,Exited
7324,742,Spain,Male,24,8,0,2,1,Inactive,4070.28,Non_exited
7325,607,France,Female,39,10,0,3,1,Inactive,132741.13,Exited
7326,761,Spain,Female,34,2,0,2,1,Inactive,61251.25,Non_exited
7327,600,France,Male,49,7,90218.9,1,1,Inactive,91347.76,Non_exited
7328,650,Spain,Male,42,4,194532.66,1,1,Inactive,171045.31,Exited
7329,850,Germany,Male,56,1,169743.83,1,0,Inactive,155850.4,Exited
7330,501,France,Female,34,5,0,1,1,Inactive,27380.99,Non_exited
